id,image,thumbnail,year_from,year_to,person,clothing,caption,description,source
393,pocketBook.png,pocketBook_thumb.png,1800,1890,women,costume,Pocket book of striped linen and cloth or tape binding.,This improved on a waistline pocket tied on a woman for going out into social situations of marketing or traveling.,"A freehand drawing by Carma after a photo in Fennely, The Garb of Country New Englanders"
394,PoliceInLongton.png,PoliceInLongton_thumb.png,1860,1870,men,costume,"Police in Longton, Pottery District, Staffordshire England, arresting members of an angry mob harassing Mormon missionaries  in 1860s","British mobs usually called police to throw in jail the  Mormon missionaries who arrived in England. The policeman has a high hat with a brim and wears a longish dark, form fitted coat with a stout belt and insignia. The Mobs wear every kind of hat from shapeless felt to top hats, pilot caps and knit caps. A man in front has a checkered shirt with a vest over it. Once in 1868 there was a most unusual mob scene, as shown here. The mob called protection authorities to come. As they did, the police listened to them mercilessly heckling missionaries as they were street preaching of Christ. After a few moments police turned the tables and arrested the mobbers for their rough and illegal way they yelled, pushed and threatened the missionaries. Key figures of the mob spent the night in jail, as the missionaries returned gratefully to their own dwellings.",All glued together from bits and pieces if small prints by Carma to create the scene. Information from letters to Salt Lake City sent from English convert Osmond Broad Shaw who was sent by Brigham Young on a mission back to his homeland during the years1868 to the end of 1869. From letters in Carmas possession from her own great grandfather. The image here is a collage of many public illustrations with Carmas drawings to enhance it.
395,PoorChildrenOfNewHaven.png,PoorChildrenOfNewHaven_thumb.png,1844,1855,child,costume,"Poor, shabby child of New Haven, Scotland, all but one barefoot.","child are shown by the cage of animals theyve brought for sale at a fair. Two boys have hats, but all are barefoot. The boy with piglet seems to wear only a shirt and vest on top with no coat or sweater.","David Bruce, Sun Pictures, Calotypes."
396,PoorEnglishman.png,PoorEnglishman_thumb.png,1800,1810,men,costume,"Poor Englishman in multiple, ill-fitting vests, but no coat over  his ragged shirt sleeves. Early 1800s",This is extremely worn out clothing was probably acquired at the poor people's rag exchange in southern England.. No one seems available to hem the mans trousers short enough. His felt hat is almost shapeless.,"William Johnstone White, edited by Pamela Clabborn, Working Class Costume from Sketches of Characters, (London, Dedalus Press for Victoria and Albert Museum, by Costume Society, c.o. Department of Textiles. 1977.)"
397,poorWomen.png,poorWomen_thumb.png,1800,1800,women,garment,Poor women gleaning grain.This could be seem in both Britain and America,"After the main harvests are over on large farms, poor women and child were often allowed into the fields to glean some free grain they could use for their own food. This was a practice from Biblical times to the present. Even harvests in early Utah had gleaners going over the fields from the thousands of converts who poured into the Utah Territory to live, and had not yet any money-making jobs. Brigham Young taught in LDS Conferences all over the territory that gleaning was a good thing to do and no one should hinder it. He often preached against wastefulness and promoted recycling everything possible in the more isolated West.",": Pyne, W. H, Akerman's Edition of the 'Microcosm.' New York: Dover, 1977,augmented in ink by Carma"
398,porcelain.png,porcelain_thumb.png,1840,1850,men,hairstyle,"Porcelain bust of Joseph Smith, Jr., viewed from above to show hair style,","This sculpture shows the parting of his hair from around the back of the head which is swept down and forward. Then his front hair is folded back over, which creates a fullness above the forehead. From a study of the hairstyles of Joseph Smith's time, this parting of the hair around the crown and combing it forward was popular.","Carma advised (the late) Florence Peterson Hansen in sculpting the hair and clothing on this beautiful bust of the Prophet, which is one half life-size. Photo by Carma; free use."
399,PorcelainDollInDenmark.png,PorcelainDollInDenmark_thumb.png,1800,1900,women,costume,"Porcelain-headed-and-handed doll in Denmark, possibly French with 1830s dress",Seen in Denmark and probably imported from France.,"In Den Gamble By historic site in Aarhus, Denmark, The Old Town Museum. Photo by Carma."
400,potatoSeller.png,potatoSeller_thumb.png,1830,1840,family,costume,"Reversible smock on a Potato seller in America or Britain, ca.:1830-50.","A contemporary, watercolor brush drawing of a village potato market shows two sellers in long, smocks. The man in center wears a very plain, long smock which is reversible. It has identical, triangular neck openings front and back that fasten with a single button, and allow him to alternate sides to distribute wear. The woman at right back has a wide tray of bread loaves on her head to sell. All wear a variety of old, crushed hats. Some potatoes are in baskets, but others are in large sacks with another smocked man resting on top of them. It appears that the men wear gaiters  the man on left with very long, over-the-knee gaiters, which may have protected him from the dirt of the potato fields, or from excessive wear on his knees.","W. H. Pyne, artist, in ""Microcosm,"""
401,PressPrinting.png,PressPrinting_thumb.png,1840,1850,men,costume,Press printing with child help in manufacturing towns of England and Wales. 1840s and 50s,"This apprentice boy has an old linen shirt with trousers probably hand-me-downs of poor quality. He has two long suspenders but likely not a warm enough coat for his growing body. Long hours of work from penniless child gave them little or no time to be taught other basic skills of life. child like this learned how to print, but missed so much else of the skills, beauties or delights of life.","Jules Ginswick, Labour and the Poor in England and Wales 1849-1951: Vol. 1, Lancashire -Cheshire, Yorkshire (UK, Routledge; 1st edition, 1983). Not in print."
402,printDress.png,printDress_thumb.png,1830,1840,women,costume,"Print dress with bell-shaped sleeves, engageants, and day cap. The model holds about a dozen ells of folded linen, ca; 1840.","This print dress has elbow-length, bell-shaped sleeves which require simple engageants from elbow to wrist to cover her fore-arms. She has a lace collar on her fine cotton dress and decors of dark braid trim her wide sleeves. Petticoats widen her skirt. The day cap has batiste ruching around her face and neck with narrow ribbons tied under her chin. The model portrays the daughter of a weaver delivering many ells of refined linen to a client. (An ell is an English/American unit of weaving, comparable in length to 45 inches of fabric.)",Clothing sewn and Photo by Carma; free use. The model is Holly Hinckley Lesan.
403,PrintedDressInACalotypeImage.png,PrintedDressInACalotypeImage_thumb.png,1840,1850,women,costume,Young woman of ordinary means in Scotland wears a printed dress in a Calotype image.,"Margaret Morgan wears a fine cotton dress with a dark leaf print on a light ground. It had a tiny white-work collar of miniature scallops and a silk scarf pinned around her neck. Sleeves set in the drop shoulder were narrowing toward the cuffs , augmented by white work in the 1840s.when this calotype was made. She would twist or braid her long, uncut, front hair and neatly fasten it up into her back bob. The alternative for formality (and a lot of labor) was ringlets in front. The corset she wore created a ""shelf"" bust-line so her bodice never had a smooth line unless she were standing up. Her less expensive ""Kashmir"" shawl is white with a multicolored Indian design printed on it.",Calotype by David Octavius Hill in David Bruce.
404,quakerBrimHat.png,quakerBrimHat_thumb.png,1800,1810,men,garment,"curled brim Quaker mans hat, with edges neatly bound in grosgrain ribbon.",,Online: http: //.4www. us hist. com/19th-century_mens_hats. shtml#item19b
