id,image,year_from,year_to,pdf,person,class,clothing,caption,description,source
422,0343_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Young Matilda Price's fancy sky blue dress is worn with longer cotton pantalets, ca. 1840.","A V-shaped bodice has tucks that reach over Matilda's shoulders down to her front waistline point, and more tucks that decorate the edges of her short sleeves. She plays in trimmed pantalets, white stockings, and little black slippers with ankle straps. Her hair is simply cut to be tucked behind her ears, and her wooden doll is nicely dressed. This all indicates an affluent family. (See her slightly older brother in a plaid dress under boys’ clothes). The Prices became LDS in the 1840s -- 50s, and brought the watercolors (artist not recorded) with the family to Utah from Birmingham, England.",Salt Lake City DUP. Museum Watercolors by an unknown artist. Photo by Carma; free use
423,0315_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Girl's calico dress, apron, and pantalets. 1840s","During the 1840s there were many cotton textiles with black, purple, or other dark backgrounds highlighting bright flowers or figures. This little girl’s cheery print is a summer dress with a cover-all apron that curves upward in the back to fasten with a single button at the bound neckline. The white cotton pantalets have tucks above the hem for enhancement and to lengthen with growth. The girl's lovely, blond hair is simply parted in the middle and hangs down freely all around. In this 1840s style, her mother may have rolled damp ends of hair around strips of cotton ""rags"" overnight to curl it while it dried",Sewn by Carma. Photo by Wayne Kees. Free use.
424,0339_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"This adolescent girl wears a sprigged calico dress in shades of earth colors, ca. 1840s style.","Though painted in 1850, this is a dress style which began in the 1840s featuring gathering from the seams on the back of the shoulders extending down across the bodice and into the front waistline point. It appears as a ''fan-shaped"" bodice. Narrow sleeves are cut on the bias, and self-fabric cuffs are at the wrists. The gathered skirt has layers of petticoats to stand out full. Her brunette hair has specially curled ringlets all the way around.","Seen at Princeton University Art Museum, Balkan Collection,"
425,0205_image.jpg,1830,1850,1840-1849,children,uppermiddle,shoes,"Pantalets for girls and younger women, with stockings and slippers of black satin or kid: 1830s to 1850s.","White or horizontally striped stockings on right. On left are flesh-colored or white stockings with fishnet over-stockings for a young girl (or even a wealthy little boy with his fancy dress). Long pantalets might be gathered at the ankle, or tubular with tucking or lace edging.","Carma drew these after Lynne Wilson’s Shoe Fashions and from Charles Dickens’ illustrator, George Cruikshank."
426,0352_image.jpg,1840,1860,1840-1849,children,uppermiddle,shoes,Drawings of representative shoes from the 1840s through 1860s.,"Left: low-heeled oxford, much worn, poorly dyed black. Oxfords on left were for both boys and girls and farmwomen. Many aged oxfords were encountered as curators in Cooperstown, New York, prepared a display in the Farmer’s Museum. Right: Fancy cutout bootee with elastic sides is for women. Multi-colors show under the shapes of the cutouts. These are square-toed from the 1840s to 60s.","Drawings by Carma from Farmers Museum, Cooperstown, New York. Free use. Many more shoes from the 1800s may be seen in A History of Shoe Fashions by Eunice Wilson, Pitman Press 1969."
427,0317_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Home-made dresses on young sisters, 1840s","Two girls between 8 and 10 wear matching clothing: blue cotton dresses gathered in at the waistline with belts. Diagonal tucks in the sleeves appear almost as cap sleeves over elbow-length sleeves. Sleeves and neckline have a little trim of lace. Long pantalets of white and pale blue are trimmed with a bit of lace, and reach down to black, squaretoed booties that lace up the inside. Center parted hair is drawn back into either a braid or a smallbun. Each carries a small basket or bouquet of flowers",“Children of the Young Republic” in American Heritage April 1960.
428,0373_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Finer dresses of 1845 in folk-art painting of Anna Gould Crane and granddaughter, Janette Young.","Janette wears a yellow, calico print dress with tiny red sprigs, and has simple tubes for pantalets. Her little chemisette barely shows at the neckline of her wrap-over bodice. Curls fall over her shoulders onto her bodice. White stockings and flat black shoes are greatly exaggerated as elegantly (and inhumanly) small. Grandmother Anna has a perfectly smooth, white, neck shawl pinned over the shoulders of her black, fullskirted dress. In folk-art style, her head is over-large, with a very meager day cap. One foot showing is the size of a finger. This painting has a faux frame painted around the edge of the stretched canvas.","Oil on canvas by Sheldon Peck, Aurora, Illinois. Seen in book, American Radiance: The Ralph Esmerian Gift to the American Folk Art Museum. (New York, Harry N. Abrams, Inc. 2001)"
429,0314_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,Girl in a flounced blue dress of 1840s seen on a tinted Postcard.,"Flounced blue dress on a girl of 1840s from a tinted Postcard, A young girl wears a pale blue dress with a flounced skirt. Three pleats on her shoulder seams are anchored in a V at her waistline. She seems to have bell sleeves with matching engageants below. Her straight hair, parted in the middle, is fastened in back with a large black bow. Originally a sepia-toned daguerreotype, this image looks more realistic with tinting.","A loose tinted postcard with no artist listed, Purchased at J. Paul Getty Museum, printed by Chronicle Books, 1200 Getty Center Dr., Los Angeles, CA 90049."
430,0397_image.jpg,1840,1849,1840-1849,children,uppermiddle,costume,"Adolescent girl carrying her basket-purse, standing beside her bonnet, ca. 1848-58.","dress. It is of brown and white checks with an overhanging peplum and a small white lace collar. One inch wide brown ribbons edged in white reach from the middle of her shoulders down to the peplum, where they form a border. Narrow sleeves are cut on the bias and flare out over her forearms with two lines of ribbon for decoration. Narrow engageants are pure white batiste to the wrists. She wears a short string of (possibly) gold beads, and tiny, ball earrings. Her yellow straw bonnet with wide white ribbons lies on a table beside her. It has ruching on the brim's edge. Her unique purse is a tiny, footed, basket-shape with two loop handles.","A loose tinted postcard with no artist listed, Purchased at J. Paul Getty Museum, printed by Chronicle Books, 1200 Getty Center Dr., Los Angeles, CA 90049."
431,0232_image.jpg,1830,1850,1840-1849,children,uppermiddle,accessories,"Connected bodice and drawers for little child of 3 - 4, ca. 1830 to 1850.","Best cotton muslin makes underwear for a fast-growing toddler or little child of either gender. Top and bottoms are connected with buttons, and a drop-down flap in back (indicated by placket openings on each side seam) would be essential for using any type of potty chair. Pretty tucks and lace decorate the hems.","Louis A. Godey, Godey's Lady's Book and Magazine, (Philadelphia, Louis A. Godey, publisher, 1840.) Original copies held at Brigham Young University's Harold B. Lee Library, Special Collections. Free use."
432,0328_image.jpg,1840,1849,1840-1849,children,uppermiddle,accessories,"Double layer apron for a little girl, ca. late-1840s on.","Two layers of strong cotton, one shorter than the other, were from early pioneer times in Utah. The entire waistband and ties are a long strip of cotton, woven tape. If a little girl were helping with the washing it might be good to have double layers of the apron to keep her dress dry in the primitive methods of wooden tub washing and sloshing.",Source: The apron came in a bundle of donations to Carma’s collection. The family was no longer interested in storing clothes from far past family as they downsized their home. Photo by Carma; free use
